	sentiment	content
29613	love	dinner with the fam  i have missed them
29614	neutral	 are you headed to a conference  oh and if youre doing the book buying ban you can always borrow right
29615	fun	comment my new myspace pictures plz
29617	fun	seeing star trek tonight super stoked 
29618	surprise	finished with my classes time to start my summer project  hint it involves a wordpress install and what ive been tweeting about lately
29620	worry	it would sicken most the number of ways i am able to tweet
29622	sadness	 have someone help you with the makeup you gots to go out looking fine  and have another shot
29623	neutral	 i have to go soon please can you do a contest
29624	fun	we did it last year right around the time the black parade is dead came out  awesome times man 
29625	fun	chili night in minneapolis   i refuse to turn the heat on in may
29627	love	 im sure its very cute 
29629	love	about to watch jonas  i love dvr 
29631	love	 sounds like a great way to to start mothers day enjoy your day
29633	love	so star trek pretty much rocked my life   oh wait it did rock my life
29634	fun	 she must be able to tell were reprobates despite your endorsement  she sounds pretty smart
29637	love	 good luck whit the show tonite man ill be watching
29638	sadness	 1999 called they want their saying back  live in the now pens  haha
29639	anger	 well thats not nice  hope ur all good now
29640	neutral	waitin for some fall out boy
29642	love	reunited and it feels so good
29643	love	 i watched a little today didnt know you were sick you did awesome nonetheless hope u feel better
29644	worry	chillen just started on twitter 
29645	love	i love my boy  he makes me so happy  and looks his sexiest in plain black boxers p
29647	neutral	 they just said she was very elusive should be tricky
29648	love	 oh amazing  i have two too and i need to have the third yn
29650	love	 yes i love him  i have seen the eps so many time that i quote his lines with him 
29651	fun	im back from my first 5k running race   and still alive
29652	neutral	 and we have your fabulous interracial gangbang  woot
29654	neutral	 hmm it seems to me  needs the followers 
29655	love	is loving the fact that jor can talk and tell me what she wants amazing
29657	fun	nursing my scratches and bumps from festivus mud wrestling  i swear theres still dirt in my hair but a good time was had by all
29659	love	 hey whats up did u like the new episode of jonas
29661	neutral	 you can vote once per day per computer
29662	surprise	 thats what i was last night
29665	fun	spring show was super fun
29667	fun	happy all my studying and all nighters payed off
29672	fun	 nope im on my way home now 
29673	neutral	 ohh i love green and purple  and black
29674	surprise	what you thought i did it all for mom of the year award nope tad bit more selfish than that
29677	sadness	 hi ken   checking in quickly and checking back out  will be around all day tomorrow tho if u need something
29678	fun	im so happy i aced my final
29682	love	 hi wanna see 17 again again with me  ill fly to cali and see it with you
29688	love	dave looks so cute in the dark
29689	anger	  im bad with understanding there things you should know this
29691	fun	 congrats on your new mac book air
29693	neutral	 lol  i see what you did there 
29694	neutral	 not sure what youre talking about im not on a ferris wheel im on my couch
29695	fun	 i heard one of your songs and you have an amazing voice  i was stunned
29696	sadness	ok i mean this with no disrespect  fuck that
29697	neutral	watching boxing and waiting to go out to hollywood tonight
29698	fun	off to dinner with  amp his fam 
29699	fun	it is so warm out this evening  and i just met my new neighbors theyre so nice 
29700	fun	 lol yeah  i forgot about your tweetdeck statuses so funny
29703	neutral	at the walnut high school prom with becca
29704	fun	 if it makes you feel better im studying on a sat night wo blackberries
29706	love	twitter is officially the best way to advertise something 
29708	fun	listening to obama with one ear amp listening to music with the other
29711	neutral	at piece now  possibly beachwood in a bit
29712	worry	happy mothers day to all the mommas to be and mommas currently   have a wonderful day
29719	fun	anyone have an extra keane ticket i promise to buy you a drink and take rad pics for your fb  blog  flickr  etc
29722	fun	good now i dont have to answer the question 500 times a day
29723	fun	welcomes my nephew to the christian world 
29725	love	amazing day with my boyfriend  hes a good drummer 
29727	fun	 happy birthday in 2 hours and 54 minuets  haha
29728	love	ugh fun concert  screen cracked on phone again because it fell  
29731	sadness	i have no idea what im doing and i am completely lost 
29732	neutral	watching george lopez  went to my school and played some basketball  today was pretty nice  and hot
29733	neutral	thinking of what i should do in vegas any good ideas or places that are a most see
29734	fun	 just looked at your page and realised it was a radio show get them to play call it what you want so love that track
29737	love	 discover a whole new beautiful you
29740	worry	 sorry i cant help it hopefully it rubs off on you 
29743	worry	 i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week  ill hit u up
29744	neutral	takin short nap gym and work before kids come back home tonite
29745	love	you make me smile it will get better you have to believe that
29746	neutral	i thought ur account  was fake  but its true sorry david
29747	fun	 aha i see will do
29748	fun	fun day with boo  short but fun
29749	fun	 girl when you crash it may last for 2 days
29751	fun	watchin what a girl wants with mom and brittany 
29753	fun	cousin leon was born today
29754	worry	 no code i think  coined the phrase hottie switchfoot guy for tim hsg for short  wendy
29756	fun	just took a shower were gonna go to church time to thank him for my mother 
29757	neutral	 no im a people pleaser
29760	worry	i now know that weve made a difference in each others lives i feel proud 
29762	fun	caps lost  argh but hp game evening was much fun
29763	worry	 4n ma rog  never heard of it  esti beat acum u tweet too much
29765	love	 e l o   wow brings back so many happy memories   love this band and yes i know im showing my age but i dont care
29767	fun	family guy reruns food and good phone conversations  ah saturdays 
29770	neutral	 i have a new found respect for you now that i know you know the konami code
29771	love	i cant stop listening to  new single paranoid its so amazing  i love them 
29772	worry	 can you talk to my hubby  and convince him that thats a great present for all mommies
29776	neutral	deep fried mars bars nice me like  awake cant sleep chocolate overload
29778	fun	sadness is a necessary evil in life it gives us reason to remember and appreciate the things we lose
29779	love	going to the gold coast for mothers day lunch
29780	fun	 thanks for finding me  have a wonderful evening
29785	fun	who goes bowling anymore  me and my friends
